"","DestinationCity","OriginCity","AirlineStatus","Age","Gender","PriceSensitivity","YearOfFirstFlight","FLightsPerYear","Loyalty","TypeOfTravel","TotalFreqFlyAccount","ShoppingAmount","FoodExpenses","Class","FlightDate","PartnerCode","ScheduleDepHour","DepartureDelayInMin","ArrivalDelayInMin","FlightCancelled","FlightDuration","Distance","LikelihoodRecommendScore","OriginLong","OriginLat","DestLong","DestLat","DestinationState","OriginState"
"8297","Houston","Chicago","Blue",38,"Male",2,2010,31,-0.3191,"Business travel",2,25,95,"Business","2/7/14","MQ",13,76,83,"No",147,925,10,-87.8954,41.8271,-95.3935,29.7843,"TX","IL"
"8298","Chicago","Cleveland","Blue",75,"Female",2,2010,30,-0.5385,"Personal Travel",0,0,60,"Eco Plus","3/11/14","EV",20,NA,NA,"Yes",0,315,2,-81.6054,41.4436,-87.8954,41.8271,"IL","OH"
"8299","Salt Lake City","San Jose","Blue",43,"Female",1,2004,19,-0.4074,"Business travel",0,0,120,"Eco","2/1/14","OO",13,0,0,"No",85,584,10,-121.9451,37.3298,-111.9295,40.6408,"UT","CA"
"8300","Kahului","Los Angeles","Silver",78,"Female",2,2010,18,-0.6364,"Personal Travel",0,0,155,"Eco Plus","2/24/14","AA",17,0,0,"No",341,2486,9,-118.1043,33.9827,-156.4779,20.8864,"HI","CA"
"8301","Phoenix","Las Vegas","Silver",37,"Male",1,2010,0,1,"Business travel",3,0,30,"Eco Plus","3/17/14","WN",13,2,1,"No",42,255,10,-115.1672,36.1349,-111.97,33.4941,"AZ","NV"
"8302","Houston","Fayetteville","Silver",43,"Female",2,2010,0,1,"Business travel",1,0,150,"Eco","3/20/14","OO",15,4,5,"No",75,438,9,-94.1798,36.2674,-95.3935,29.7843,"TX","AR"
"8303","Appleton","Chicago","Gold",46,"Male",1,2010,30,-0.875,"Business travel",0,205,75,"Eco","2/15/14","EV",11,0,0,"No",29,160,9,-87.8954,41.8271,-88.4111,44.2467,"WI","IL"
"8304","Las Vegas","New York","Silver",70,"Male",1,2004,24,-0.8462,"Personal Travel",0,0,72,"Eco","3/12/14","DL",15,0,13,"No",324,2248,8,-73.9702,40.7184,-115.1672,36.1349,"NV","NY"
"8305","Tampa","Washington","Blue",16,"Male",1,2010,3,-0.5,"Personal Travel",1,180,45,"Eco","2/27/14","B6",12,9,6,"No",124,814,4,-77.1897,38.8974,-82.5132,28.0062,"FL","DC"
"8306","Chicago","Albuquerque","Blue",21,"Female",2,2003,15,0.0909,"Personal Travel",2,0,0,"Eco","2/12/14","WN",8,0,0,"No",151,1121,6,-106.6281,35.1434,-87.8954,41.8271,"IL","NM"
"8307","Los Angeles","Houston","Blue",28,"Female",2,2012,21,-0.4,"Personal Travel",2,30,15,"Eco","1/3/14","WN",14,270,260,"No",194,1390,1,-95.3935,29.7843,-118.1043,33.9827,"CA","TX"
"8308","Phoenix","San Diego","Blue",42,"Female",1,2004,26,-0.5294,"Business travel",2,60,115,"Eco","1/19/14","US",19,0,0,"No",50,304,7,-117.1288,32.9287,-111.97,33.4941,"AZ","CA"
"8309","Charlotte","Miami","Blue",44,"Male",2,2004,42,-0.8261,"Personal Travel",0,65,30,"Eco","1/12/14","US",8,1,0,"No",96,650,3,-80.2314,26.1756,-80.8158,35.2497,"NC","FL"
"8310","Sacramento","Seattle","Blue",53,"Male",1,2005,29,-0.45,"Business travel",1,10,106,"Eco","1/14/14","AS",13,0,0,"No",83,605,8,-122.2747,47.4684,-121.3247,38.6386,"CA","WA"
"8311","Tampa","Detroit","Silver",48,"Female",1,2003,8,0.5897,"Business travel",1,40,0,"Eco","1/2/14","DL",12,0,39,"No",161,983,6,-83.2276,42.49,-82.5132,28.0062,"FL","MI"
"8312","Houston","Denver","Blue",32,"Male",2,2010,18,-0.8,"Business travel",0,0,105,"Eco","3/14/14","WN",18,61,44,"No",114,883,10,-104.9551,39.7108,-95.3935,29.7843,"TX","CO"
"8313","Los Angeles","Atlanta","Silver",38,"Male",1,2005,10,0,"Business travel",2,30,25,"Eco","3/8/14","DL",8,0,0,"No",254,1947,9,-84.3319,33.8241,-118.1043,33.9827,"CA","GA"
"8314","Seattle","Boston","Blue",34,"Male",1,2009,12,-0.7143,"Business travel",2,200,90,"Eco","1/11/14","AS",7,0,22,"No",364,2496,10,-71.1407,42.3731,-122.2747,47.4684,"WA","MA"
"8315","Los Angeles","New York","Blue",45,"Male",2,2009,31,-0.5897,"Personal Travel",0,0,0,"Eco","2/12/14","VX",20,19,9,"No",351,2475,6,-73.9702,40.7184,-118.1043,33.9827,"CA","NY"
"8316","Atlanta","Pittsburgh","Silver",69,"Female",1,2005,22,-0.5714,"Personal Travel",0,0,65,"Eco Plus","3/13/14","DL",11,0,0,"No",71,526,7,-79.951,40.457,-84.3319,33.8241,"GA","PA"
"8317","Los Angeles","Denver","Platinum",51,"Female",1,2008,1,0.8182,"Business travel",0,0,90,"Eco","2/4/14","WN",8,9,12,"No",121,862,10,-104.9551,39.7108,-118.1043,33.9827,"CA","CO"
"8318","Boston","Charleston","Silver",39,"Female",1,2004,2,0.6,"Business travel",1,45,157,"Eco Plus","3/19/14","B6",13,0,0,"No",99,818,9,-80.0155,32.9023,-71.1407,42.3731,"MA","SC"
"8319","Ketchikan","Juneau","Blue",49,"Female",1,2009,33,-0.7838,"Business travel",0,0,30,"Eco","3/1/14","AS",7,0,0,"No",38,234,8,-134.5828,58.3523,-131.6563,55.3472,"AK","AK"
"8320","Atlanta","Tampa","Blue",42,"Male",1,2008,7,0.1765,"Business travel",1,0,58,"Eco","3/31/14","WN",13,11,6,"No",67,406,10,-82.5132,28.0062,-84.3319,33.8241,"GA","FL"
"8321","Las Vegas","Phoenix","Blue",46,"Male",1,2006,5,0.2308,"Business travel",2,0,130,"Business","3/17/14","US",20,8,12,"No",46,255,10,-111.97,33.4941,-115.1672,36.1349,"NV","AZ"
"8322","Chicago","New York","Blue",17,"Male",3,2011,29,-0.6571,"Mileage tickets",1,0,30,"Eco","3/10/14","AA",17,2,0,"No",130,740,7,-73.9702,40.7184,-87.8954,41.8271,"IL","NY"
"8323","Orlando","Denver","Blue",61,"Male",1,2008,21,-0.68,"Personal Travel",0,0,110,"Eco","3/20/14","WN",16,20,5,"No",170,1546,5,-104.9551,39.7108,-81.4112,28.5844,"FL","CO"
"8324","Houston","Oklahoma City","Blue",15,"Female",1,2006,35,-0.5556,"Personal Travel",4,15,10,"Eco Plus","2/12/14","EV",6,6,9,"No",60,395,2,-97.5243,35.5048,-95.3935,29.7843,"TX","OK"
"8325","New York","Detroit","Silver",49,"Female",2,2006,19,-0.3103,"Business travel",1,0,90,"Eco","3/21/14","DL",17,0,0,"No",69,502,9,-83.2276,42.49,-73.9702,40.7184,"NY","MI"
"8326","Washington","Tampa","Blue",17,"Male",2,2008,28,-0.697,"Business travel",1,0,0,"Eco","1/1/14","US",19,0,0,"No",100,814,8,-82.5132,28.0062,-77.1897,38.8974,"DC","FL"
"8327","Chicago","Baltimore","Blue",27,"Female",1,2010,23,-0.4375,"Personal Travel",2,6,0,"Eco","2/22/14","MQ",12,17,19,"No",119,622,3,-76.6478,39.2341,-87.8954,41.8271,"IL","MD"
"8328","Denver","Amarillo","Blue",51,"Male",1,2008,43,-0.6226,"Personal Travel",3,0,10,"Eco","1/7/14","WN",15,70,67,"No",57,359,1,-101.8491,35.1975,-104.9551,39.7108,"CO","TX"
"8329","Chicago","Los Angeles","Silver",61,"Female",2,2012,14,-0.4737,"Personal Travel",0,120,40,"Eco","3/16/14","AA",17,0,0,"No",224,1744,9,-118.1043,33.9827,-87.8954,41.8271,"IL","CA"
"8330","Phoenix","Houston","Silver",51,"Female",1,2004,37,-0.7209,"Business travel",0,40,45,"Eco","3/6/14","OU",12,3,5,"No",152,1009,9,-95.3935,29.7843,-111.97,33.4941,"AZ","TX"
"8331","Chicago","New York","Blue",29,"Female",2,2007,8,-0.3333,"Business travel",3,20,30,"Eco","3/3/14","OU",7,7,36,"No",130,733,6,-73.9702,40.7184,-87.8954,41.8271,"IL","NY"
"8332","Phoenix","Chicago","Gold",47,"Female",1,2003,10,-0.0526,"Business travel",2,0,160,"Eco","2/24/14","AA",11,0,0,"No",210,1440,6,-87.8954,41.8271,-111.97,33.4941,"AZ","IL"
"8333","Los Angeles","Albuquerque","Gold",43,"Female",1,2008,10,-0.1765,"Business travel",2,20,85,"Eco","2/16/14","OO",16,56,48,"No",107,677,10,-106.6281,35.1434,-118.1043,33.9827,"CA","NM"
"8334","San Diego","Boston","Blue",45,"Male",1,2006,20,-0.3333,"Personal Travel",2,0,50,"Eco","3/3/14","AS",18,0,0,"No",361,2588,9,-71.1407,42.3731,-117.1288,32.9287,"CA","MA"
"8335","New York","Chicago","Gold",37,"Female",1,2004,2,0.8,"Business travel",1,0,45,"Business","1/7/14","AA",7,33,31,"No",96,733,9,-87.8954,41.8271,-73.9702,40.7184,"NY","IL"
"8336","Atlanta","Los Angeles","Silver",65,"Female",1,2006,35,-0.7949,"Personal Travel",0,0,150,"Eco","3/7/14","WN",7,0,2,"No",230,1947,7,-118.1043,33.9827,-84.3319,33.8241,"GA","CA"
"8337","Atlanta","Pensacola","Blue",39,"Female",1,2009,28,-0.0182,"Business travel",2,15,35,"Eco","3/25/14","DL",14,14,6,"No",49,271,9,-87.2534,30.4853,-84.3319,33.8241,"GA","FL"
"8338","Little Rock","Chicago","Silver",51,"Female",1,2010,13,0.0714,"Business travel",2,0,90,"Eco Plus","2/15/14","MQ",8,0,0,"No",78,552,10,-87.8954,41.8271,-92.3212,34.7566,"AR","IL"
"8339","Omaha","Seattle","Silver",76,"Female",1,2004,30,-0.6216,"Business travel",0,0,60,"Eco","1/30/14","OO",10,0,0,"No",154,1368,9,-122.2747,47.4684,-96.0346,41.2349,"NE","WA"
"8340","Birmingham","Atlanta","Blue",50,"Male",1,2011,9,-0.6364,"Business travel",0,0,75,"Eco","1/16/14","EV",8,15,28,"No",28,134,8,-84.3319,33.8241,-86.792,33.4691,"AL","GA"
"8341","Minneapolis","Chicago","Blue",42,"Male",1,2003,36,-0.6364,"Personal Travel",2,0,50,"Eco","3/27/14","OU",19,3,0,"No",68,334,9,-87.8954,41.8271,-93.2798,44.9782,"MN","IL"
"8342","Chicago","Rochester","Silver",30,"Male",1,2006,16,0.2195,"Business travel",2,125,60,"Eco","2/1/14","MQ",11,112,139,"No",106,528,7,-77.5682,43.1376,-87.8954,41.8271,"IL","NY"
"8343","Richmond","Detroit","Blue",19,"Female",2,2008,31,-0.6757,"Business travel",2,95,10,"Eco Plus","1/30/14","EV",20,141,127,"No",62,456,4,-83.2276,42.49,-77.488,37.4779,"VA","MI"
"8344","Tampa","San Juan","Blue",52,"Female",2,2008,1,0.7143,"Business travel",0,0,0,"Eco","3/2/14","B6",13,0,0,"No",169,1237,6,-66.1162,18.2882,-82.5132,28.0062,"FL","PR"
"8345","Minneapolis","Fargo","Blue",67,"Male",1,2009,13,-0.625,"Business travel",0,15,60,"Eco Plus","2/17/14","DL",7,33,49,"No",44,223,7,-96.8207,46.8625,-93.2798,44.9782,"MN","ND"
"8346","Key West","Atlanta","Blue",57,"Male",1,2007,40,-0.9048,"Personal Travel",0,20,30,"Eco","3/18/14","EV",19,93,88,"No",84,646,1,-84.3319,33.8241,-81.7515,24.5696,"FL","GA"
"8347","Washington","New York","Gold",41,"Female",1,2003,25,-0.7857,"Personal Travel",3,16,5,"Eco","3/9/14","MQ",12,0,0,"No",48,213,6,-73.9702,40.7184,-77.1897,38.8974,"DC","NY"
"8348","Los Angeles","New York","Blue",75,"Female",2,2011,0,1,"Personal Travel",0,0,180,"Eco","2/6/14","VX",7,3,21,"No",373,2475,4,-73.9702,40.7184,-118.1043,33.9827,"CA","NY"
"8349","Atlanta","Washington","Blue",54,"Female",1,2006,39,-0.95,"Personal Travel",3,0,80,"Eco Plus","2/17/14","EV",16,24,4,"No",80,534,6,-77.1897,38.8974,-84.3319,33.8241,"GA","DC"
"8350","Hartford","Chicago","Silver",32,"Female",1,2009,38,-0.9,"Business travel",0,45,25,"Eco","1/8/14","MQ",15,97,103,"No",94,783,7,-87.8954,41.8271,-72.6988,41.7401,"CT","IL"
"8351","Richmond","New York","Silver",40,"Male",1,2006,45,-0.6981,"Business travel",3,65,90,"Eco","3/3/14","EV",13,207,226,"No",66,292,9,-73.9702,40.7184,-77.488,37.4779,"VA","NY"
"8352","Santa Barbara","San Francisco","Blue",22,"Female",1,2003,4,0.7143,"Business travel",3,0,75,"Eco","2/20/14","OO",15,1,0,"No",57,262,7,-122.1585,37.6712,-119.7241,34.4275,"CA","CA"
"8353","Los Angeles","Seattle","Gold",30,"Male",1,2006,12,0.2941,"Business travel",3,90,45,"Eco","2/16/14","AS",21,43,38,"No",120,954,10,-122.2747,47.4684,-118.1043,33.9827,"CA","WA"
"8354","Atlanta","Eagle","Blue",17,"Male",1,2009,19,-0.9,"Personal Travel",2,10,95,"Eco","3/31/14","DL",13,0,0,"No",151,1312,5,-106.8263,39.6446,-84.3319,33.8241,"GA","CO"
"8355","Spokane","Salt Lake City","Blue",28,"Male",2,2003,25,-0.6129,"Business travel",2,0,0,"Eco","3/29/14","DL",21,0,0,"No",78,546,8,-111.9295,40.6408,-117.3523,47.6804,"WA","UT"
"8356","Jacksonville","Charlotte","Silver",50,"Male",1,2011,27,-0.7419,"Business travel",1,277,50,"Eco","3/6/14","US",22,75,80,"No",62,328,10,-80.8158,35.2497,-81.6427,30.2401,"FL","NC"
"8357","Richmond","Detroit","Blue",53,"Female",1,2010,17,-0.8889,"Mileage tickets",0,30,30,"Eco","1/2/14","EV",13,0,45,"No",78,456,5,-83.2276,42.49,-77.488,37.4779,"VA","MI"
"8358","Denver","Tampa","Blue",26,"Female",1,2004,14,-0.2174,"Business travel",2,315,30,"Eco","1/8/14","F9",9,0,0,"No",212,1506,8,-82.5132,28.0062,-104.9551,39.7108,"CO","FL"
"8359","Los Angeles","New York","Blue",54,"Female",2,2007,33,-0.6923,"Business travel",0,0,105,"Eco","3/1/14","VX",9,0,10,"No",362,2475,10,-73.9702,40.7184,-118.1043,33.9827,"CA","NY"
"8360","Amarillo","Denver","Silver",41,"Male",1,2008,9,-0.125,"Business travel",2,10,15,"Eco","2/13/14","EV",10,15,6,"No",47,359,8,-104.9551,39.7108,-101.8491,35.1975,"TX","CO"
"8361","Omaha","Seattle","Blue",31,"Female",1,2004,8,0.6735,"Personal Travel",1,0,60,"Eco","1/9/14","OO",10,0,0,"No",156,1368,7,-122.2747,47.4684,-96.0346,41.2349,"NE","WA"
"8362","Houston","Lafayette","Blue",62,"Male",1,2007,13,-0.1818,"Business travel",0,0,30,"Eco Plus","3/6/14","EV",11,0,0,"No",42,201,7,-92.0133,30.1654,-95.3935,29.7843,"TX","LA"
"8363","Chicago","Minneapolis","Silver",37,"Male",1,2010,20,0.0698,"Business travel",2,30,110,"Eco","3/9/14","OO",9,2,0,"No",54,334,10,-93.2798,44.9782,-87.8954,41.8271,"IL","MN"
"8364","Hartford","Atlanta","Blue",27,"Female",2,2004,30,-0.5,"Business travel",2,0,90,"Eco","1/1/14","DL",21,2,0,"No",99,859,8,-84.3319,33.8241,-72.6988,41.7401,"CT","GA"
"8365","Portland","Houston","Silver",31,"Female",1,2005,14,0.0345,"Business travel",1,22,65,"Eco","3/3/14","OU",21,0,0,"No",248,1825,7,-95.3935,29.7843,-122.6511,45.5204,"OR","TX"
"8366","Denver","Las Vegas","Silver",40,"Female",2,2008,4,0.5294,"Business travel",2,5,105,"Eco","3/6/14","OU",11,35,22,"No",80,628,10,-115.1672,36.1349,-104.9551,39.7108,"CO","NV"
"8367","Atlanta","Seattle","Blue",71,"Female",1,2009,11,-0.1,"Business travel",0,0,50,"Eco","2/14/14","DL",6,1,0,"No",227,2182,7,-122.2747,47.4684,-84.3319,33.8241,"GA","WA"
"8368","Atlanta","Chicago","Silver",43,"Male",1,2010,8,0,"Business travel",0,10,15,"Eco","2/14/14","MQ",14,34,28,"No",88,606,9,-87.8954,41.8271,-84.3319,33.8241,"GA","IL"
"8369","Houston","Chicago","Blue",60,"Female",1,2005,25,-0.6667,"Business travel",0,75,20,"Eco","3/21/14","OU",12,68,58,"No",131,925,6,-87.8954,41.8271,-95.3935,29.7843,"TX","IL"
"8370","Atlanta","New York","Blue",63,"Female",1,2009,59,-0.7101,"Personal Travel",0,0,30,"Eco","2/18/14","DL",12,14,0,"No",115,762,6,-73.9702,40.7184,-84.3319,33.8241,"GA","NY"
"8371","Atlanta","Phoenix","Blue",53,"Female",2,2006,31,-0.5122,"Business travel",2,0,0,"Eco","2/20/14","DL",7,0,0,"No",172,1587,7,-111.97,33.4941,-84.3319,33.8241,"GA","AZ"
"8372","Cleveland","Chicago","Silver",68,"Female",1,2012,2,0.6667,"Business travel",0,288,230,"Eco Plus","2/22/14","MQ",18,3,0,"No",44,315,8,-87.8954,41.8271,-81.6054,41.4436,"OH","IL"
"8373","Great Falls","Denver","Silver",45,"Male",1,2010,24,-0.1429,"Business travel",1,15,40,"Business","1/26/14","OO",10,0,1,"No",103,624,10,-104.9551,39.7108,-111.2843,47.5014,"MT","CO"
"8374","New Orleans","Chicago","Blue",29,"Male",1,2011,1,0.6,"Personal Travel",0,0,47,"Eco","2/18/14","WN",12,14,12,"No",113,825,7,-87.8954,41.8271,-90.1437,29.9547,"LA","IL"
"8375","New York","Orlando","Platinum",69,"Male",2,2003,25,-0.6667,"Personal Travel",0,0,65,"Eco","1/12/14","B6",16,28,22,"No",134,944,4,-81.4112,28.5844,-73.9702,40.7184,"NY","FL"
"8376","St. Louis","New York","Blue",41,"Female",1,2007,5,0.7059,"Business travel",4,0,30,"Eco","3/9/14","WN",18,3,0,"No",129,888,8,-73.9702,40.7184,-90.3409,38.6307,"MO","NY"
"8377","Atlanta","Springfield","Silver",49,"Female",1,2008,5,-0.6667,"Business travel",0,0,75,"Business","2/14/14","EV",12,228,216,"No",72,563,6,-93.2871,37.1489,-84.3319,33.8241,"GA","MO"
"8378","El Paso","Houston","Silver",48,"Male",2,2010,50,-0.7857,"Business travel",1,0,30,"Eco","1/23/14","WN",9,0,0,"No",112,677,7,-95.3935,29.7843,-106.389,31.7802,"TX","TX"
"8379","Philadelphia","St. Louis","Blue",65,"Female",1,2012,25,-0.8519,"Personal Travel",0,5,70,"Eco","3/15/14","WN",14,1,0,"No",109,814,4,-90.3409,38.6307,-75.2984,39.9733,"PA","MO"
"8380","Houston","Cleveland","Blue",42,"Female",1,2003,0,1,"Business travel",2,95,140,"Eco","3/22/14","OO",17,0,0,"No",161,1091,9,-81.6054,41.4436,-95.3935,29.7843,"TX","OH"
"8381","Atlanta","Houston","Gold",39,"Female",1,2004,29,-0.2083,"Business travel",1,0,90,"Eco","3/2/14","DL",11,0,0,"No",87,689,8,-95.3935,29.7843,-84.3319,33.8241,"GA","TX"
"8382","Miami","Washington","Blue",34,"Male",1,2004,13,-0.7333,"Business travel",2,0,30,"Eco","1/17/14","AA",10,0,6,"No",144,919,9,-77.1897,38.8974,-80.2314,26.1756,"FL","DC"
"8383","Denver","Aspen","Blue",24,"Male",2,2007,40,-0.6327,"Mileage tickets",0,0,40,"Eco","3/26/14","OO",10,0,11,"No",29,125,9,-106.8403,39.1993,-104.9551,39.7108,"CO","CO"
"8384","San Diego","Houston","Blue",35,"Male",2,2009,18,-0.5652,"Business travel",1,0,60,"Eco","3/14/14","OU",15,0,0,"No",181,1303,9,-95.3935,29.7843,-117.1288,32.9287,"CA","TX"
"8385","Boston","New York","Blue",16,"Female",1,2009,26,-0.6774,"Personal Travel",1,0,120,"Eco","3/24/14","DL",20,17,19,"No",43,187,5,-73.9702,40.7184,-71.1407,42.3731,"MA","NY"
"8386","New Orleans","Houston","Blue",17,"Female",1,2003,17,-0.4167,"Mileage tickets",2,5,30,"Eco Plus","1/31/14","WN",20,21,4,"No",41,302,4,-95.3935,29.7843,-90.1437,29.9547,"LA","TX"
"8387","Los Angeles","Fresno","Blue",74,"Female",1,2010,38,-0.9,"Personal Travel",0,25,40,"Eco","3/4/14","OO",12,0,0,"No",43,209,4,-119.7611,36.7878,-118.1043,33.9827,"CA","CA"
"8388","San Jose","Los Angeles","Blue",74,"Male",2,2005,18,-0.3333,"Mileage tickets",0,20,120,"Eco","2/18/14","WN",21,19,23,"No",51,308,7,-118.1043,33.9827,-121.9451,37.3298,"CA","CA"
"8389","San Diego","Phoenix","Blue",42,"Male",2,2003,36,-0.6,"Business travel",0,0,10,"Eco","2/13/14","US",8,0,0,"No",52,304,6,-111.97,33.4941,-117.1288,32.9287,"CA","AZ"
"8390","Atlanta","Charlotte","Silver",37,"Female",1,2007,17,0.2444,"Business travel",4,0,80,"Eco","1/10/14","DL",14,53,56,"No",49,226,10,-80.8158,35.2497,-84.3319,33.8241,"GA","NC"
"8391","Chicago","Kansas City","Silver",44,"Male",1,2003,17,-0.3077,"Business travel",2,0,70,"Eco","3/7/14","OO",13,0,0,"No",66,403,10,-94.5949,39.0398,-87.8954,41.8271,"IL","MO"
"8392","Seattle","San Francisco","Blue",22,"Female",2,2009,20,0.2308,"Business travel",1,45,50,"Eco","2/22/14","OO",14,49,37,"No",102,679,7,-122.1585,37.6712,-122.2747,47.4684,"WA","CA"
"8393","Rochester","Chicago","Gold",37,"Female",1,2006,19,0.1364,"Business travel",1,60,75,"Eco Plus","3/28/14","EV",21,0,0,"No",71,528,9,-87.8954,41.8271,-77.5682,43.1376,"NY","IL"
"8394","Atlanta","Dothan","Blue",30,"Female",2,2004,3,0.6,"Business travel",2,3,166,"Eco","2/27/14","EV",10,0,0,"No",35,170,7,-85.4251,31.2237,-84.3319,33.8241,"GA","AL"
"8395","San Diego","Baltimore","Blue",60,"Male",2,2011,18,-0.8,"Business travel",0,0,30,"Eco","1/29/14","WN",8,3,0,"No",309,2295,8,-76.6478,39.2341,-117.1288,32.9287,"CA","MD"
"8396","Houston","Cleveland","Blue",39,"Female",1,2012,12,-0.8462,"Business travel",0,40,80,"Eco","2/7/14","OU",8,0,0,"No",171,1091,9,-81.6054,41.4436,-95.3935,29.7843,"TX","OH"
"8397","Columbus","Chicago","Blue",46,"Male",1,2008,7,-0.4,"Business travel",0,20,30,"Eco","3/31/14","MQ",11,0,0,"No",49,296,9,-87.8954,41.8271,-82.9685,40.0212,"OH","IL"
"8398","Chicago","Cincinnati","Blue",80,"Female",3,2011,12,-0.2,"Personal Travel",0,0,70,"Eco","3/7/14","MQ",6,0,0,"No",43,265,7,-84.462,39.1855,-87.8954,41.8271,"IL","OH"
"8399","San Juan","Boston","Blue",40,"Male",2,2011,31,-0.7222,"Mileage tickets",0,30,0,"Business","3/28/14","B6",23,6,0,"No",199,1674,6,-71.1407,42.3731,-66.1162,18.2882,"PR","MA"
"8400","Tulsa","Dallas","Blue",46,"Female",1,2011,29,-0.4872,"Mileage tickets",1,15,30,"Eco","3/23/14","WN",16,13,6,"No",36,237,5,-96.972,32.8127,-95.9013,36.1054,"OK","TX"
"8401","Houston","Los Angeles","Blue",54,"Female",1,2006,18,-0.5652,"Business travel",0,0,135,"Eco","3/21/14","OU",23,31,17,"No",147,1379,10,-118.1043,33.9827,-95.3935,29.7843,"TX","CA"
"8402","Houston","Minneapolis","Silver",80,"Female",1,2010,46,-0.9574,"Personal Travel",0,0,70,"Eco","1/31/14","EV",9,17,30,"No",169,1034,6,-93.2798,44.9782,-95.3935,29.7843,"TX","MN"
"8403","Kotzebue","Anchorage","Blue",64,"Male",1,2009,36,-0.7143,"Personal Travel",0,50,20,"Business","2/3/14","AS",6,0,0,"No",75,548,3,-149.8472,61.1679,-162.5876,66.8939,"AK","AK"
"8404","Orlando","Chicago","Blue",67,"Female",1,2009,30,-0.5,"Mileage tickets",0,0,10,"Eco Plus","1/23/14","WN",12,21,11,"No",125,990,6,-87.8954,41.8271,-81.4112,28.5844,"FL","IL"
"8405","Aspen","Minneapolis","Blue",35,"Male",2,2005,48,-0.3913,"Mileage tickets",1,0,20,"Eco","1/4/14","OO",11,48,50,"No",139,802,7,-93.2798,44.9782,-106.8403,39.1993,"CO","MN"
"8406","Denver","Reno","Blue",57,"Female",1,2010,8,-0.1429,"Business travel",0,0,200,"Eco","3/28/14","WN",13,5,4,"No",106,804,8,-119.7959,39.5326,-104.9551,39.7108,"CO","NV"
"8407","Las Vegas","Houston","Blue",65,"Male",1,2011,48,-0.8113,"Personal Travel",0,0,105,"Eco","2/22/14","OU",20,1,0,"No",170,1222,6,-95.3935,29.7843,-115.1672,36.1349,"NV","TX"
"8408","Orlando","Detroit","Gold",32,"Female",1,2006,20,-0.3333,"Business travel",0,80,75,"Eco","1/25/14","DL",20,1,0,"No",111,957,9,-83.2276,42.49,-81.4112,28.5844,"FL","MI"
"8409","San Francisco","Salt Lake City","Blue",25,"Female",1,2009,42,-0.2923,"Business travel",2,0,5,"Eco Plus","3/11/14","OO",11,0,0,"No",98,599,6,-111.9295,40.6408,-122.1585,37.6712,"CA","UT"
"8410","Phoenix","Albuquerque","Blue",25,"Male",2,2003,25,-0.5625,"Business travel",0,0,20,"Eco","3/12/14","OO",18,2,0,"No",68,328,8,-106.6281,35.1434,-111.97,33.4941,"AZ","NM"
"8411","Indianapolis","Cleveland","Blue",50,"Male",3,2004,13,-0.625,"Business travel",0,0,15,"Eco","2/12/14","EV",7,128,129,"No",43,261,7,-81.6054,41.4436,-86.1455,39.8113,"IN","OH"
"8412","Chicago","Syracuse","Blue",50,"Male",1,2012,13,-0.5294,"Business travel",0,0,55,"Eco","2/17/14","EV",6,0,0,"No",112,607,7,-76.164,43.0904,-87.8954,41.8271,"IL","NY"
"8413","Salt Lake City","Las Vegas","Blue",55,"Female",1,2012,0,1,"Business travel",0,5,70,"Eco","1/13/14","DL",8,0,0,"No",62,368,8,-115.1672,36.1349,-111.9295,40.6408,"UT","NV"
"8414","St. Louis","Seattle","Blue",65,"Female",1,2008,44,-0.6923,"Personal Travel",0,5,30,"Business","1/26/14","AS",11,4,0,"No",188,1709,7,-122.2747,47.4684,-90.3409,38.6307,"MO","WA"
"8415","Cedar City","Salt Lake City","Blue",73,"Male",1,2003,38,-0.6889,"Personal Travel",0,0,130,"Eco","1/21/14","OO",17,0,0,"No",36,221,5,-111.9295,40.6408,-113.0688,37.7125,"UT","UT"
"8416","Las Vegas","Austin","Blue",32,"Female",2,2012,26,-0.0833,"Business travel",1,23,65,"Business","1/25/14","WN",15,0,0,"No",151,1090,7,-97.7615,30.3585,-115.1672,36.1349,"NV","TX"
"8417","Detroit","Cleveland","Gold",58,"Female",1,2011,4,-0.1429,"Business travel",1,0,90,"Eco Plus","3/23/14","EV",6,0,0,"No",24,95,9,-81.6054,41.4436,-83.2276,42.49,"MI","OH"
"8418","San Francisco","New York","Blue",61,"Male",1,2005,26,-0.5758,"Personal Travel",0,30,195,"Eco","1/14/14","OU",10,9,0,"No",334,2586,6,-73.9702,40.7184,-122.1585,37.6712,"CA","NY"
"8419","Dallas","Lubbock","Blue",34,"Female",1,2004,26,0.0545,"Personal Travel",3,5,65,"Eco","3/9/14","WN",16,0,0,"No",51,293,3,-101.8932,33.5592,-96.972,32.8127,"TX","TX"
"8420","Salt Lake City","San Francisco","Blue",57,"Female",1,2010,54,-0.8621,"Business travel",0,0,118,"Eco","2/3/14","OO",15,0,0,"No",86,599,8,-122.1585,37.6712,-111.9295,40.6408,"UT","CA"
"8421","Minneapolis","Columbus","Silver",30,"Female",2,2003,4,0,"Business travel",0,45,180,"Eco","3/28/14","OO",11,0,16,"No",117,626,9,-82.9685,40.0212,-93.2798,44.9782,"MN","OH"
